componente,modulo,grupo_referencia,tipo_prueba,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,correcta,puntaje
Lectura Crítica,Derecho,GRP-25,Genérica,Enunciado de la pregunta 659 del componente Lectura Crítica y módulo Derecho.,Opción A de la pregunta 659,Opción B de la pregunta 659,Opción C de la pregunta 659,Opción D de la pregunta 659,B,1.0
Comunicación Escrita,Ciencias Sociales,GRP-35,Específica,Enunciado de la pregunta 660 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 660,Opción B de la pregunta 660,Opción C de la pregunta 660,Opción D de la pregunta 660,A,1.0
Lectura Crítica,Economía,GRP-15,Específica,Enunciado de la pregunta 661 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 661,Opción B de la pregunta 661,Opción C de la pregunta 661,Opción D de la pregunta 661,D,1.0
Inglés,Administración,GRP-49,Específica,Enunciado de la pregunta 662 del componente Inglés y módulo Administración.,Opción A de la pregunta 662,Opción B de la pregunta 662,Opción C de la pregunta 662,Opción D de la pregunta 662,B,1.0
Razonamiento Cuantitativo,Ingeniería,GRP-12,Específica,Enunciado de la pregunta 663 del componente Razonamiento Cuantitativo y módulo Ingeniería.,Opción A de la pregunta 663,Opción B de la pregunta 663,Opción C de la pregunta 663,Opción D de la pregunta 663,C,1.0
Comunicación Escrita,Administración,GRP-32,Genérica,Enunciado de la pregunta 664 del componente Comunicación Escrita y módulo Administración.,Opción A de la pregunta 664,Opción B de la pregunta 664,Opción C de la pregunta 664,Opción D de la pregunta 664,D,1.0
Inglés,Ingeniería,GRP-20,Genérica,Enunciado de la pregunta 665 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 665,Opción B de la pregunta 665,Opción C de la pregunta 665,Opción D de la pregunta 665,B,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-41,Específica,Enunciado de la pregunta 666 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 666,Opción B de la pregunta 666,Opción C de la pregunta 666,Opción D de la pregunta 666,C,1.0
Comunicación Escrita,Ciencias Sociales,GRP-1,Genérica,Enunciado de la pregunta 667 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 667,Opción B de la pregunta 667,Opción C de la pregunta 667,Opción D de la pregunta 667,C,1.0
Comunicación Escrita,Arquitectura,GRP-36,Genérica,Enunciado de la pregunta 668 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 668,Opción B de la pregunta 668,Opción C de la pregunta 668,Opción D de la pregunta 668,C,1.0
Competencias Ciudadanas,Derecho,GRP-46,Genérica,Enunciado de la pregunta 669 del componente Competencias Ciudadanas y módulo Derecho.,Opción A de la pregunta 669,Opción B de la pregunta 669,Opción C de la pregunta 669,Opción D de la pregunta 669,C,1.0
Inglés,Arquitectura,GRP-19,Genérica,Enunciado de la pregunta 670 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 670,Opción B de la pregunta 670,Opción C de la pregunta 670,Opción D de la pregunta 670,A,1.0
Inglés,Ingeniería,GRP-31,Genérica,Enunciado de la pregunta 671 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 671,Opción B de la pregunta 671,Opción C de la pregunta 671,Opción D de la pregunta 671,A,1.0
Comunicación Escrita,Ciencias Sociales,GRP-37,Específica,Enunciado de la pregunta 672 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 672,Opción B de la pregunta 672,Opción C de la pregunta 672,Opción D de la pregunta 672,B,1.0
Competencias Ciudadanas,Administración,GRP-5,Específica,Enunciado de la pregunta 673 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 673,Opción B de la pregunta 673,Opción C de la pregunta 673,Opción D de la pregunta 673,C,1.0
Lectura Crítica,Administración,GRP-32,Específica,Enunciado de la pregunta 674 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 674,Opción B de la pregunta 674,Opción C de la pregunta 674,Opción D de la pregunta 674,C,1.0
Inglés,Administración,GRP-18,Específica,Enunciado de la pregunta 675 del componente Inglés y módulo Administración.,Opción A de la pregunta 675,Opción B de la pregunta 675,Opción C de la pregunta 675,Opción D de la pregunta 675,B,1.0
Lectura Crítica,Administración,GRP-42,Específica,Enunciado de la pregunta 676 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 676,Opción B de la pregunta 676,Opción C de la pregunta 676,Opción D de la pregunta 676,C,1.0
Razonamiento Cuantitativo,Administración,GRP-1,Específica,Enunciado de la pregunta 677 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 677,Opción B de la pregunta 677,Opción C de la pregunta 677,Opción D de la pregunta 677,B,1.0
Inglés,Salud,GRP-14,Genérica,Enunciado de la pregunta 678 del componente Inglés y módulo Salud.,Opción A de la pregunta 678,Opción B de la pregunta 678,Opción C de la pregunta 678,Opción D de la pregunta 678,D,1.0
Razonamiento Cuantitativo,Salud,GRP-14,Específica,Enunciado de la pregunta 679 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 679,Opción B de la pregunta 679,Opción C de la pregunta 679,Opción D de la pregunta 679,C,1.0
Comunicación Escrita,Ingeniería,GRP-13,Genérica,Enunciado de la pregunta 680 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 680,Opción B de la pregunta 680,Opción C de la pregunta 680,Opción D de la pregunta 680,A,1.0
Competencias Ciudadanas,Economía,GRP-9,Específica,Enunciado de la pregunta 681 del componente Competencias Ciudadanas y módulo Economía.,Opción A de la pregunta 681,Opción B de la pregunta 681,Opción C de la pregunta 681,Opción D de la pregunta 681,D,1.0
Comunicación Escrita,Ingeniería,GRP-6,Específica,Enunciado de la pregunta 682 del componente Comunicación Escrita y módulo Ingeniería.,Opción A de la pregunta 682,Opción B de la pregunta 682,Opción C de la pregunta 682,Opción D de la pregunta 682,B,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-5,Específica,Enunciado de la pregunta 683 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 683,Opción B de la pregunta 683,Opción C de la pregunta 683,Opción D de la pregunta 683,A,1.0
Lectura Crítica,Economía,GRP-15,Genérica,Enunciado de la pregunta 684 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 684,Opción B de la pregunta 684,Opción C de la pregunta 684,Opción D de la pregunta 684,A,1.0
Lectura Crítica,Administración,GRP-28,Genérica,Enunciado de la pregunta 685 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 685,Opción B de la pregunta 685,Opción C de la pregunta 685,Opción D de la pregunta 685,D,1.0
Razonamiento Cuantitativo,Arquitectura,GRP-5,Genérica,Enunciado de la pregunta 686 del componente Razonamiento Cuantitativo y módulo Arquitectura.,Opción A de la pregunta 686,Opción B de la pregunta 686,Opción C de la pregunta 686,Opción D de la pregunta 686,C,1.0
Inglés,Ingeniería,GRP-44,Genérica,Enunciado de la pregunta 687 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 687,Opción B de la pregunta 687,Opción C de la pregunta 687,Opción D de la pregunta 687,D,1.0
Razonamiento Cuantitativo,Derecho,GRP-14,Genérica,Enunciado de la pregunta 688 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 688,Opción B de la pregunta 688,Opción C de la pregunta 688,Opción D de la pregunta 688,D,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-12,Específica,Enunciado de la pregunta 689 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 689,Opción B de la pregunta 689,Opción C de la pregunta 689,Opción D de la pregunta 689,C,1.0
Competencias Ciudadanas,Salud,GRP-11,Específica,Enunciado de la pregunta 690 del componente Competencias Ciudadanas y módulo Salud.,Opción A de la pregunta 690,Opción B de la pregunta 690,Opción C de la pregunta 690,Opción D de la pregunta 690,B,1.0
Lectura Crítica,Arquitectura,GRP-9,Específica,Enunciado de la pregunta 691 del componente Lectura Crítica y módulo Arquitectura.,Opción A de la pregunta 691,Opción B de la pregunta 691,Opción C de la pregunta 691,Opción D de la pregunta 691,D,1.0
Competencias Ciudadanas,Arquitectura,GRP-35,Específica,Enunciado de la pregunta 692 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 692,Opción B de la pregunta 692,Opción C de la pregunta 692,Opción D de la pregunta 692,B,1.0
Comunicación Escrita,Arquitectura,GRP-36,Genérica,Enunciado de la pregunta 693 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 693,Opción B de la pregunta 693,Opción C de la pregunta 693,Opción D de la pregunta 693,B,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-12,Genérica,Enunciado de la pregunta 694 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 694,Opción B de la pregunta 694,Opción C de la pregunta 694,Opción D de la pregunta 694,B,1.0
Lectura Crítica,Administración,GRP-42,Genérica,Enunciado de la pregunta 695 del componente Lectura Crítica y módulo Administración.,Opción A de la pregunta 695,Opción B de la pregunta 695,Opción C de la pregunta 695,Opción D de la pregunta 695,C,1.0
Razonamiento Cuantitativo,Derecho,GRP-15,Específica,Enunciado de la pregunta 696 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 696,Opción B de la pregunta 696,Opción C de la pregunta 696,Opción D de la pregunta 696,C,1.0
Lectura Crítica,Arquitectura,GRP-44,Específica,Enunciado de la pregunta 697 del componente Lectura Crítica y módulo Arquitectura.,Opción A de la pregunta 697,Opción B de la pregunta 697,Opción C de la pregunta 697,Opción D de la pregunta 697,A,1.0
Competencias Ciudadanas,Salud,GRP-16,Genérica,Enunciado de la pregunta 698 del componente Competencias Ciudadanas y módulo Salud.,Opción A de la pregunta 698,Opción B de la pregunta 698,Opción C de la pregunta 698,Opción D de la pregunta 698,D,1.0
Lectura Crítica,Derecho,GRP-30,Específica,Enunciado de la pregunta 699 del componente Lectura Crítica y módulo Derecho.,Opción A de la pregunta 699,Opción B de la pregunta 699,Opción C de la pregunta 699,Opción D de la pregunta 699,C,1.0
Competencias Ciudadanas,Derecho,GRP-25,Específica,Enunciado de la pregunta 700 del componente Competencias Ciudadanas y módulo Derecho.,Opción A de la pregunta 700,Opción B de la pregunta 700,Opción C de la pregunta 700,Opción D de la pregunta 700,B,1.0
Competencias Ciudadanas,Ciencias Sociales,GRP-41,Específica,Enunciado de la pregunta 701 del componente Competencias Ciudadanas y módulo Ciencias Sociales.,Opción A de la pregunta 701,Opción B de la pregunta 701,Opción C de la pregunta 701,Opción D de la pregunta 701,A,1.0
Inglés,Salud,GRP-11,Específica,Enunciado de la pregunta 702 del componente Inglés y módulo Salud.,Opción A de la pregunta 702,Opción B de la pregunta 702,Opción C de la pregunta 702,Opción D de la pregunta 702,A,1.0
Comunicación Escrita,Ciencias Sociales,GRP-37,Específica,Enunciado de la pregunta 703 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 703,Opción B de la pregunta 703,Opción C de la pregunta 703,Opción D de la pregunta 703,C,1.0
Inglés,Ingeniería,GRP-23,Genérica,Enunciado de la pregunta 704 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 704,Opción B de la pregunta 704,Opción C de la pregunta 704,Opción D de la pregunta 704,B,1.0
Inglés,Arquitectura,GRP-41,Genérica,Enunciado de la pregunta 705 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 705,Opción B de la pregunta 705,Opción C de la pregunta 705,Opción D de la pregunta 705,B,1.0
Lectura Crítica,Salud,GRP-2,Genérica,Enunciado de la pregunta 706 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 706,Opción B de la pregunta 706,Opción C de la pregunta 706,Opción D de la pregunta 706,D,1.0
Razonamiento Cuantitativo,Salud,GRP-47,Genérica,Enunciado de la pregunta 707 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 707,Opción B de la pregunta 707,Opción C de la pregunta 707,Opción D de la pregunta 707,C,1.0
Razonamiento Cuantitativo,Derecho,GRP-20,Genérica,Enunciado de la pregunta 708 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 708,Opción B de la pregunta 708,Opción C de la pregunta 708,Opción D de la pregunta 708,B,1.0
Comunicación Escrita,Economía,GRP-38,Genérica,Enunciado de la pregunta 709 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 709,Opción B de la pregunta 709,Opción C de la pregunta 709,Opción D de la pregunta 709,C,1.0
Razonamiento Cuantitativo,Salud,GRP-3,Genérica,Enunciado de la pregunta 710 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 710,Opción B de la pregunta 710,Opción C de la pregunta 710,Opción D de la pregunta 710,C,1.0
Lectura Crítica,Economía,GRP-30,Específica,Enunciado de la pregunta 711 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 711,Opción B de la pregunta 711,Opción C de la pregunta 711,Opción D de la pregunta 711,C,1.0
Competencias Ciudadanas,Administración,GRP-41,Genérica,Enunciado de la pregunta 712 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 712,Opción B de la pregunta 712,Opción C de la pregunta 712,Opción D de la pregunta 712,A,1.0
Competencias Ciudadanas,Ingeniería,GRP-7,Genérica,Enunciado de la pregunta 713 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 713,Opción B de la pregunta 713,Opción C de la pregunta 713,Opción D de la pregunta 713,D,1.0
Competencias Ciudadanas,Ingeniería,GRP-35,Específica,Enunciado de la pregunta 714 del componente Competencias Ciudadanas y módulo Ingeniería.,Opción A de la pregunta 714,Opción B de la pregunta 714,Opción C de la pregunta 714,Opción D de la pregunta 714,A,1.0
Razonamiento Cuantitativo,Arquitectura,GRP-8,Genérica,Enunciado de la pregunta 715 del componente Razonamiento Cuantitativo y módulo Arquitectura.,Opción A de la pregunta 715,Opción B de la pregunta 715,Opción C de la pregunta 715,Opción D de la pregunta 715,D,1.0
Comunicación Escrita,Salud,GRP-40,Genérica,Enunciado de la pregunta 716 del componente Comunicación Escrita y módulo Salud.,Opción A de la pregunta 716,Opción B de la pregunta 716,Opción C de la pregunta 716,Opción D de la pregunta 716,C,1.0
Razonamiento Cuantitativo,Derecho,GRP-48,Genérica,Enunciado de la pregunta 717 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 717,Opción B de la pregunta 717,Opción C de la pregunta 717,Opción D de la pregunta 717,A,1.0
Inglés,Arquitectura,GRP-34,Específica,Enunciado de la pregunta 718 del componente Inglés y módulo Arquitectura.,Opción A de la pregunta 718,Opción B de la pregunta 718,Opción C de la pregunta 718,Opción D de la pregunta 718,C,1.0
