pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,grupo_referencia,modulo,tipo_prueba
"Pregunta 616: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 616,Opción B para pregunta 616,Opción C para pregunta 616,Opción D para pregunta 616,D,Inglés,Ingeniería,Específica
"Pregunta 617: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 617,Opción B para pregunta 617,Opción C para pregunta 617,Opción D para pregunta 617,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 618: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 618,Opción B para pregunta 618,Opción C para pregunta 618,Opción D para pregunta 618,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 619: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 619,Opción B para pregunta 619,Opción C para pregunta 619,Opción D para pregunta 619,A,Comunicación escrita,Genérico,Genérica
"Pregunta 620: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 620,Opción B para pregunta 620,Opción C para pregunta 620,Opción D para pregunta 620,D,Comunicación escrita,Ingeniería,Específica
"Pregunta 621: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 621,Opción B para pregunta 621,Opción C para pregunta 621,Opción D para pregunta 621,C,Comunicación escrita,Educación,Específica
"Pregunta 622: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 622,Opción B para pregunta 622,Opción C para pregunta 622,Opción D para pregunta 622,D,Lectura crítica,Salud,Específica
"Pregunta 623: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 623,Opción B para pregunta 623,Opción C para pregunta 623,Opción D para pregunta 623,C,Razonamiento cuantitativo,Educación,Específica
"Pregunta 624: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 624,Opción B para pregunta 624,Opción C para pregunta 624,Opción D para pregunta 624,D,Lectura crítica,Genérico,Genérica
"Pregunta 625: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 625,Opción B para pregunta 625,Opción C para pregunta 625,Opción D para pregunta 625,A,Competencias ciudadanas,Educación,Específica
"Pregunta 626: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 626,Opción B para pregunta 626,Opción C para pregunta 626,Opción D para pregunta 626,B,Comunicación escrita,Genérico,Genérica
"Pregunta 627: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 627,Opción B para pregunta 627,Opción C para pregunta 627,Opción D para pregunta 627,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 628: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 628,Opción B para pregunta 628,Opción C para pregunta 628,Opción D para pregunta 628,A,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 629: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 629,Opción B para pregunta 629,Opción C para pregunta 629,Opción D para pregunta 629,A,Comunicación escrita,Genérico,Genérica
"Pregunta 630: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 630,Opción B para pregunta 630,Opción C para pregunta 630,Opción D para pregunta 630,B,Comunicación escrita,Ciencias sociales,Específica
"Pregunta 631: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 631,Opción B para pregunta 631,Opción C para pregunta 631,Opción D para pregunta 631,D,Lectura crítica,Salud,Específica
"Pregunta 632: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 632,Opción B para pregunta 632,Opción C para pregunta 632,Opción D para pregunta 632,B,Comunicación escrita,Genérico,Genérica
"Pregunta 633: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 633,Opción B para pregunta 633,Opción C para pregunta 633,Opción D para pregunta 633,B,Razonamiento cuantitativo,Administración,Específica
"Pregunta 634: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 634,Opción B para pregunta 634,Opción C para pregunta 634,Opción D para pregunta 634,B,Lectura crítica,Salud,Específica
"Pregunta 635: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 635,Opción B para pregunta 635,Opción C para pregunta 635,Opción D para pregunta 635,C,Comunicación escrita,Administración,Específica
"Pregunta 636: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 636,Opción B para pregunta 636,Opción C para pregunta 636,Opción D para pregunta 636,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 637: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 637,Opción B para pregunta 637,Opción C para pregunta 637,Opción D para pregunta 637,D,Comunicación escrita,Genérico,Genérica
"Pregunta 638: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 638,Opción B para pregunta 638,Opción C para pregunta 638,Opción D para pregunta 638,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 639: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 639,Opción B para pregunta 639,Opción C para pregunta 639,Opción D para pregunta 639,D,Inglés,Salud,Específica
"Pregunta 640: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 640,Opción B para pregunta 640,Opción C para pregunta 640,Opción D para pregunta 640,A,Comunicación escrita,Genérico,Genérica
"Pregunta 641: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 641,Opción B para pregunta 641,Opción C para pregunta 641,Opción D para pregunta 641,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 642: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 642,Opción B para pregunta 642,Opción C para pregunta 642,Opción D para pregunta 642,D,Competencias ciudadanas,Salud,Específica
"Pregunta 643: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 643,Opción B para pregunta 643,Opción C para pregunta 643,Opción D para pregunta 643,A,Razonamiento cuantitativo,Educación,Específica
"Pregunta 644: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 644,Opción B para pregunta 644,Opción C para pregunta 644,Opción D para pregunta 644,B,Comunicación escrita,Genérico,Genérica
"Pregunta 645: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 645,Opción B para pregunta 645,Opción C para pregunta 645,Opción D para pregunta 645,B,Lectura crítica,Ciencias sociales,Específica
"Pregunta 646: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 646,Opción B para pregunta 646,Opción C para pregunta 646,Opción D para pregunta 646,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 647: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 647,Opción B para pregunta 647,Opción C para pregunta 647,Opción D para pregunta 647,D,Lectura crítica,Administración,Específica
"Pregunta 648: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 648,Opción B para pregunta 648,Opción C para pregunta 648,Opción D para pregunta 648,A,Inglés,Genérico,Genérica
"Pregunta 649: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 649,Opción B para pregunta 649,Opción C para pregunta 649,Opción D para pregunta 649,C,Inglés,Ciencias sociales,Específica
"Pregunta 650: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 650,Opción B para pregunta 650,Opción C para pregunta 650,Opción D para pregunta 650,D,Razonamiento cuantitativo,Administración,Específica
"Pregunta 651: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 651,Opción B para pregunta 651,Opción C para pregunta 651,Opción D para pregunta 651,B,Inglés,Genérico,Genérica
"Pregunta 652: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 652,Opción B para pregunta 652,Opción C para pregunta 652,Opción D para pregunta 652,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 653: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 653,Opción B para pregunta 653,Opción C para pregunta 653,Opción D para pregunta 653,D,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 654: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 654,Opción B para pregunta 654,Opción C para pregunta 654,Opción D para pregunta 654,C,Razonamiento cuantitativo,Educación,Específica
"Pregunta 655: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 655,Opción B para pregunta 655,Opción C para pregunta 655,Opción D para pregunta 655,B,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 656: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 656,Opción B para pregunta 656,Opción C para pregunta 656,Opción D para pregunta 656,A,Lectura crítica,Ciencias sociales,Específica
"Pregunta 657: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 657,Opción B para pregunta 657,Opción C para pregunta 657,Opción D para pregunta 657,C,Lectura crítica,Genérico,Genérica
"Pregunta 658: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 658,Opción B para pregunta 658,Opción C para pregunta 658,Opción D para pregunta 658,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 659: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 659,Opción B para pregunta 659,Opción C para pregunta 659,Opción D para pregunta 659,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 660: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 660,Opción B para pregunta 660,Opción C para pregunta 660,Opción D para pregunta 660,D,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 661: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 661,Opción B para pregunta 661,Opción C para pregunta 661,Opción D para pregunta 661,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 662: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 662,Opción B para pregunta 662,Opción C para pregunta 662,Opción D para pregunta 662,A,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 663: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 663,Opción B para pregunta 663,Opción C para pregunta 663,Opción D para pregunta 663,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 664: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 664,Opción B para pregunta 664,Opción C para pregunta 664,Opción D para pregunta 664,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 665: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 665,Opción B para pregunta 665,Opción C para pregunta 665,Opción D para pregunta 665,C,Lectura crítica,Educación,Específica
"Pregunta 666: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 666,Opción B para pregunta 666,Opción C para pregunta 666,Opción D para pregunta 666,D,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 667: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 667,Opción B para pregunta 667,Opción C para pregunta 667,Opción D para pregunta 667,A,Lectura crítica,Genérico,Genérica
"Pregunta 668: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 668,Opción B para pregunta 668,Opción C para pregunta 668,Opción D para pregunta 668,B,Razonamiento cuantitativo,Educación,Específica
