componente,modulo,grupo_ref,tipo_prueba,enunciado,op_a,op_b,op_c,op_d,correcta
Competencias Ciudadanas,Fisiología,Salud,especifica,"Situación (Fisiología, Salud): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Redes y Telecomunicaciones,Ingeniería,especifica,"Situación (Redes y Telecomunicaciones, Ingeniería): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Fisiología,Salud,especifica,"Situación (Fisiología, Salud): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Seguridad Informática,Tecnología,especifica,"Situación (Seguridad Informática, Tecnología): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Convivencia y Paz,Educación,generica,"Situación (Convivencia y Paz, Educación): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Competencias Ciudadanas,"Pluralidad, Identidad y Valoración de las Diferencias",Educación,generica,"Situación (Pluralidad, Identidad y Valoración de las Diferencias, Educación): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Competencias Ciudadanas,Salud Pública,Salud,especifica,"Situación (Salud Pública, Salud): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Participación y Responsabilidad,Derecho,generica,"Situación (Participación y Responsabilidad, Derecho): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Tecnología Educativa,Educación,especifica,"Situación (Tecnología Educativa, Educación): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Administración Financiera,Administración,especifica,"Situación (Administración Financiera, Administración): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Competencias Ciudadanas,"Pluralidad, Identidad y Valoración de las Diferencias",Salud,generica,"Situación (Pluralidad, Identidad y Valoración de las Diferencias, Salud): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Derecho Penal,Derecho,especifica,"Situación (Derecho Penal, Derecho): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Competencias Ciudadanas,Currículo,Educación,especifica,"Situación (Currículo, Educación): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Logística,Administración,especifica,"Situación (Logística, Administración): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Desarrollo Web,Tecnología,especifica,"Situación (Desarrollo Web, Tecnología): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Competencias Ciudadanas,Logística,Administración,especifica,"Situación (Logística, Administración): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Convivencia y Paz,Tecnología,generica,"Situación (Convivencia y Paz, Tecnología): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Competencias Ciudadanas,Ingeniería de Software,Ingeniería,especifica,"Situación (Ingeniería de Software, Ingeniería): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Competencias Ciudadanas,Convivencia y Paz,Ingeniería,generica,"Situación (Convivencia y Paz, Ingeniería): En un barrio, dos vecinos discuten por el ruido nocturno. ¿Cuál es la acción más acorde con los valores democráticos?",Proponer reglas de convivencia mediadas por la comunidad,Amenazar con sanciones sin diálogo,Ignorar el problema por considerarlo personal,Publicar en redes sociales para presionar,A
Competencias Ciudadanas,Sistemas Operativos,Tecnología,especifica,"Situación (Sistemas Operativos, Tecnología): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Competencias Ciudadanas,Convivencia y Paz,Ingeniería,generica,"Situación (Convivencia y Paz, Ingeniería): En una asamblea estudiantil se debate asignar presupuesto solo a un programa que beneficia a un grupo minoritario. ¿Cuál es la acción más acorde con los valores democráticos?",Defender el derecho a la igualdad y buscar un acuerdo que incluya a todos,Imponer por mayoría la asignación sin dialogar,Ignorar a la minoría para evitar conflictos,Cancelar la asamblea por falta de consenso,A
Comunicación Escrita,Estructura de Textos,Administración,generica,Complete el conector adecuado en contexto de Estructura de Textos (Administración): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Uso de Conectores,Educación,generica,Complete el conector adecuado en contexto de Uso de Conectores (Educación): La propuesta es clara ___ carece de indicadores medibles.,pero,porque,ya que,pues,A
Comunicación Escrita,Bioética,Salud,especifica,"Complete el conector adecuado en contexto de Bioética (Salud): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Uso de Conectores,Ingeniería,generica,"Complete el conector adecuado en contexto de Uso de Conectores (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Bases de Datos,Ingeniería,especifica,"Complete el conector adecuado en contexto de Bases de Datos (Ingeniería): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
Comunicación Escrita,Adecuación y Cohesión,Tecnología,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Tecnología): El proyecto carece de resultados, ___ su financiación debe reevaluarse.",por consiguiente,sin embargo,de hecho,no obstante,A
Comunicación Escrita,Adecuación y Cohesión,Administración,generica,"Complete el conector adecuado en contexto de Adecuación y Cohesión (Administración): ___ la evidencia es contundente, el informe recomienda cautela.",Aunque,Porque,Ya que,Si,A
